Year,Month,Day,Source,Power
2018,4,8,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007, 0.055, 0.13, 0.404, 0.627, 0.675, 0.676, 0.67, 0.612, 0.483, 0.312, 0.123, 0.003, 0.0, 0.0, 0.0]"
2018,4,9,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.045, 0.229, 0.421, 0.535, 0.575, 0.533, 0.488, 0.398, 0.309, 0.25, 0.17, 0.074, 0.003, 0.0, 0.0, 0.0]"
2018,4,10,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012, 0.045, 0.117, 0.189, 0.2, 0.204, 0.199, 0.171, 0.124, 0.093, 0.066, 0.032, 0.0, 0.0, 0.0, 0.0]"
2018,4,11,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013, 0.088, 0.319, 0.493, 0.545, 0.529, 0.497, 0.434, 0.418, 0.338, 0.205, 0.074, 0.004, 0.0, 0.0, 0.0]"
2018,4,12,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013, 0.101, 0.26, 0.568, 0.682, 0.608, 0.32, 0.199, 0.227, 0.247, 0.164, 0.061, 0.001, 0.0, 0.0, 0.0]"
2018,4,13,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014, 0.084, 0.392, 0.558, 0.617, 0.586, 0.519, 0.494, 0.414, 0.28, 0.182, 0.078, 0.005, 0.0, 0.0, 0.0]"
2018,4,14,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.066, 0.278, 0.48, 0.636, 0.739, 0.792, 0.798, 0.758, 0.67, 0.532, 0.346, 0.132, 0.006, 0.0, 0.0, 0.0]"
2018,4,15,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.031, 0.149, 0.404, 0.611, 0.672, 0.724, 0.728, 0.708, 0.61, 0.427, 0.252, 0.088, 0.005, 0.0, 0.0, 0.0]"
2018,4,16,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.062, 0.27, 0.482, 0.645, 0.749, 0.801, 0.8, 0.762, 0.671, 0.533, 0.348, 0.137, 0.007, 0.0, 0.0, 0.0]"
2018,4,17,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.068, 0.27, 0.464, 0.614, 0.714, 0.764, 0.77, 0.73, 0.645, 0.513, 0.337, 0.136, 0.007, 0.0, 0.0, 0.0]"
2018,4,18,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07, 0.272, 0.464, 0.612, 0.71, 0.76, 0.765, 0.725, 0.641, 0.51, 0.335, 0.135, 0.007, 0.0, 0.0, 0.0]"
2018,4,19,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07, 0.271, 0.464, 0.614, 0.711, 0.759, 0.764, 0.724, 0.637, 0.503, 0.325, 0.13, 0.009, 0.0, 0.0, 0.0]"
2018,4,20,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.059, 0.207, 0.394, 0.57, 0.695, 0.754, 0.76, 0.721, 0.634, 0.503, 0.326, 0.131, 0.01, 0.0, 0.0, 0.0]"
2018,4,21,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.039, 0.117, 0.342, 0.403, 0.222, 0.184, 0.174, 0.154, 0.126, 0.095, 0.085, 0.096, 0.012, 0.0, 0.0, 0.0]"
2018,4,22,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.069, 0.227, 0.379, 0.354, 0.317, 0.402, 0.528, 0.467, 0.335, 0.161, 0.096, 0.091, 0.011, 0.0, 0.0, 0.0]"
2018,4,23,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.158, 0.282, 0.432, 0.503, 0.535, 0.56, 0.526, 0.464, 0.364, 0.226, 0.09, 0.01, 0.0, 0.0, 0.0]"
2018,4,24,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.056, 0.198, 0.404, 0.556, 0.651, 0.699, 0.726, 0.686, 0.605, 0.484, 0.319, 0.133, 0.013, 0.0, 0.0, 0.0]"
2018,4,25,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.065, 0.198, 0.311, 0.385, 0.503, 0.628, 0.72, 0.659, 0.541, 0.432, 0.297, 0.132, 0.015, 0.0, 0.0, 0.0]"
2018,4,26,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.075, 0.252, 0.437, 0.597, 0.693, 0.741, 0.746, 0.706, 0.616, 0.48, 0.311, 0.129, 0.014, 0.0, 0.0, 0.0]"
2018,4,27,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.059, 0.221, 0.428, 0.568, 0.67, 0.723, 0.732, 0.699, 0.624, 0.503, 0.335, 0.142, 0.014, 0.0, 0.0, 0.0]"
2018,4,28,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.08, 0.262, 0.426, 0.586, 0.708, 0.762, 0.767, 0.728, 0.645, 0.516, 0.344, 0.145, 0.017, 0.0, 0.0, 0.0]"
2018,4,29,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.065, 0.226, 0.37, 0.489, 0.593, 0.644, 0.608, 0.503, 0.503, 0.443, 0.306, 0.138, 0.022, 0.0, 0.0, 0.0]"
2018,4,30,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.055, 0.141, 0.227, 0.294, 0.337, 0.374, 0.43, 0.529, 0.506, 0.37, 0.228, 0.118, 0.022, 0.0, 0.0, 0.0]"
2018,5,1,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005, 0.092, 0.294, 0.485, 0.574, 0.518, 0.469, 0.42, 0.376, 0.341, 0.291, 0.212, 0.117, 0.024, 0.0, 0.0, 0.0]"
2018,5,2,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005, 0.09, 0.287, 0.468, 0.602, 0.682, 0.702, 0.655, 0.58, 0.477, 0.34, 0.195, 0.082, 0.013, 0.0, 0.0, 0.0]"
2018,5,3,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005, 0.089, 0.263, 0.444, 0.576, 0.635, 0.649, 0.606, 0.549, 0.495, 0.382, 0.246, 0.114, 0.024, 0.0, 0.0, 0.0]"
2018,5,4,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006, 0.086, 0.284, 0.472, 0.614, 0.705, 0.743, 0.728, 0.674, 0.557, 0.334, 0.187, 0.13, 0.025, 0.0, 0.0, 0.0]"
2018,5,5,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006, 0.089, 0.256, 0.437, 0.574, 0.623, 0.659, 0.613, 0.547, 0.439, 0.315, 0.183, 0.081, 0.015, 0.0, 0.0, 0.0]"
2018,5,6,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025, 0.084, 0.191, 0.342, 0.512, 0.557, 0.464, 0.364, 0.334, 0.245, 0.178, 0.093, 0.021, 0.0, 0.0, 0.0]"
2018,5,7,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007, 0.089, 0.274, 0.455, 0.598, 0.692, 0.734, 0.733, 0.684, 0.602, 0.476, 0.313, 0.134, 0.026, 0.0, 0.0, 0.0]"
2018,5,8,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008, 0.091, 0.213, 0.353, 0.556, 0.625, 0.635, 0.569, 0.476, 0.361, 0.246, 0.158, 0.082, 0.023, 0.0, 0.0, 0.0]"
2018,5,9,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009, 0.092, 0.22, 0.291, 0.31, 0.459, 0.547, 0.525, 0.506, 0.451, 0.347, 0.256, 0.124, 0.028, 0.0, 0.0, 0.0]"
2018,5,10,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.03, 0.108, 0.264, 0.408, 0.492, 0.493, 0.434, 0.438, 0.304, 0.201, 0.164, 0.097, 0.026, 0.0, 0.0, 0.0]"
2018,5,11,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008, 0.09, 0.276, 0.454, 0.59, 0.683, 0.731, 0.736, 0.694, 0.614, 0.494, 0.334, 0.145, 0.025, 0.0, 0.0, 0.0]"
2018,5,12,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009, 0.089, 0.248, 0.366, 0.51, 0.668, 0.742, 0.745, 0.678, 0.591, 0.484, 0.341, 0.153, 0.024, 0.0, 0.0, 0.0]"
2018,5,13,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.092, 0.242, 0.409, 0.543, 0.661, 0.72, 0.737, 0.728, 0.66, 0.53, 0.355, 0.155, 0.024, 0.0, 0.0, 0.0]"
2018,5,14,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009, 0.095, 0.286, 0.463, 0.572, 0.649, 0.727, 0.736, 0.701, 0.614, 0.483, 0.324, 0.142, 0.029, 0.0, 0.0, 0.0]"
2018,5,15,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009, 0.095, 0.288, 0.468, 0.606, 0.699, 0.746, 0.75, 0.711, 0.629, 0.503, 0.336, 0.144, 0.028, 0.0, 0.0, 0.0]"
2018,5,16,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.094, 0.281, 0.458, 0.595, 0.688, 0.736, 0.741, 0.705, 0.627, 0.505, 0.341, 0.15, 0.023, 0.0, 0.0, 0.0]"
2018,5,17,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009, 0.096, 0.288, 0.466, 0.603, 0.694, 0.74, 0.744, 0.706, 0.619, 0.488, 0.308, 0.13, 0.033, 0.0, 0.0, 0.0]"
2018,5,18,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014, 0.102, 0.273, 0.437, 0.557, 0.621, 0.624, 0.51, 0.372, 0.27, 0.188, 0.128, 0.069, 0.02, 0.0, 0.0, 0.0]"
2018,5,19,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016, 0.101, 0.253, 0.398, 0.51, 0.497, 0.491, 0.5, 0.462, 0.421, 0.367, 0.247, 0.129, 0.035, 0.0, 0.0, 0.0]"
2018,5,20,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017, 0.099, 0.224, 0.339, 0.43, 0.469, 0.454, 0.413, 0.351, 0.263, 0.19, 0.122, 0.063, 0.016, 0.0, 0.0, 0.0]"
2018,5,21,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.064, 0.14, 0.204, 0.237, 0.234, 0.25, 0.237, 0.233, 0.215, 0.183, 0.139, 0.085, 0.031, 0.0, 0.0, 0.0]"
2018,5,22,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016, 0.097, 0.281, 0.455, 0.589, 0.668, 0.709, 0.702, 0.675, 0.594, 0.469, 0.323, 0.148, 0.035, 0.0, 0.0, 0.0]"
2018,5,23,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012, 0.078, 0.18, 0.309, 0.442, 0.538, 0.592, 0.597, 0.465, 0.324, 0.153, 0.078, 0.045, 0.013, 0.0, 0.0, 0.0]"
2018,5,24,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015, 0.069, 0.138, 0.248, 0.492, 0.639, 0.691, 0.697, 0.664, 0.583, 0.464, 0.315, 0.149, 0.039, 0.0, 0.0, 0.0]"
2018,5,25,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019, 0.103, 0.255, 0.381, 0.453, 0.474, 0.505, 0.462, 0.465, 0.468, 0.413, 0.293, 0.148, 0.041, 0.0, 0.0, 0.0]"
2018,5,26,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017, 0.099, 0.283, 0.457, 0.592, 0.682, 0.726, 0.718, 0.626, 0.517, 0.365, 0.275, 0.14, 0.04, 0.0, 0.0, 0.0]"
2018,5,27,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019, 0.108, 0.164, 0.188, 0.225, 0.27, 0.255, 0.233, 0.218, 0.2, 0.156, 0.126, 0.08, 0.029, 0.0, 0.0, 0.0]"
2018,5,28,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015, 0.096, 0.262, 0.422, 0.556, 0.629, 0.626, 0.678, 0.646, 0.572, 0.445, 0.299, 0.148, 0.042, 0.0, 0.0, 0.0]"
2018,5,29,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022, 0.107, 0.258, 0.376, 0.415, 0.486, 0.516, 0.545, 0.494, 0.415, 0.271, 0.154, 0.091, 0.032, 0.0, 0.0, 0.0]"
2018,5,30,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022, 0.101, 0.28, 0.443, 0.572, 0.644, 0.689, 0.685, 0.648, 0.548, 0.377, 0.236, 0.138, 0.043, 0.0, 0.0, 0.0]"
2018,5,31,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.099, 0.278, 0.443, 0.566, 0.645, 0.703, 0.707, 0.675, 0.603, 0.489, 0.33, 0.153, 0.034, 0.0, 0.0, 0.0]"
2018,6,1,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022, 0.103, 0.235, 0.35, 0.485, 0.631, 0.702, 0.714, 0.678, 0.591, 0.458, 0.258, 0.108, 0.028, 0.0, 0.0, 0.0]"
2018,6,2,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014, 0.052, 0.108, 0.206, 0.319, 0.453, 0.521, 0.546, 0.447, 0.321, 0.179, 0.104, 0.046, 0.013, 0.0, 0.0, 0.0]"
2018,6,3,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013, 0.071, 0.172, 0.34, 0.522, 0.653, 0.694, 0.701, 0.662, 0.571, 0.453, 0.266, 0.146, 0.041, 0.0, 0.0, 0.0]"
2018,6,4,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022, 0.101, 0.26, 0.425, 0.564, 0.67, 0.727, 0.733, 0.694, 0.61, 0.462, 0.186, 0.11, 0.044, 0.0, 0.0, 0.0]"
2018,6,5,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012, 0.079, 0.215, 0.422, 0.579, 0.676, 0.718, 0.71, 0.676, 0.575, 0.464, 0.328, 0.158, 0.045, 0.0, 0.0, 0.0]"
2018,6,6,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023, 0.104, 0.21, 0.332, 0.423, 0.5, 0.564, 0.581, 0.507, 0.348, 0.211, 0.139, 0.124, 0.05, 0.001, 0.0, 0.0]"
2018,6,7,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024, 0.102, 0.247, 0.433, 0.582, 0.66, 0.687, 0.621, 0.537, 0.549, 0.464, 0.316, 0.148, 0.043, 0.0, 0.0, 0.0]"
2018,6,8,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021, 0.105, 0.223, 0.352, 0.464, 0.503, 0.529, 0.527, 0.471, 0.374, 0.285, 0.199, 0.116, 0.04, 0.0, 0.0, 0.0]"
2018,6,9,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024, 0.099, 0.276, 0.443, 0.576, 0.659, 0.699, 0.687, 0.611, 0.539, 0.432, 0.307, 0.155, 0.038, 0.001, 0.0, 0.0]"
2018,6,10,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021, 0.098, 0.284, 0.457, 0.592, 0.679, 0.722, 0.726, 0.683, 0.6, 0.474, 0.305, 0.152, 0.043, 0.001, 0.0, 0.0]"
2018,6,11,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024, 0.099, 0.272, 0.435, 0.555, 0.64, 0.7, 0.712, 0.67, 0.593, 0.473, 0.322, 0.157, 0.045, 0.0, 0.0, 0.0]"
2018,6,12,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022, 0.097, 0.276, 0.437, 0.564, 0.649, 0.693, 0.698, 0.663, 0.589, 0.477, 0.325, 0.156, 0.043, 0.001, 0.0, 0.0]"
2018,6,13,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021, 0.095, 0.274, 0.444, 0.577, 0.666, 0.713, 0.719, 0.684, 0.609, 0.492, 0.337, 0.159, 0.031, 0.001, 0.0, 0.0]"
2018,6,14,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022, 0.096, 0.274, 0.428, 0.521, 0.577, 0.612, 0.574, 0.566, 0.586, 0.493, 0.337, 0.16, 0.033, 0.001, 0.0, 0.0]"
2018,6,15,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.093, 0.273, 0.437, 0.567, 0.653, 0.697, 0.702, 0.667, 0.593, 0.479, 0.328, 0.155, 0.03, 0.001, 0.0, 0.0]"
2018,6,16,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021, 0.094, 0.268, 0.428, 0.553, 0.638, 0.682, 0.685, 0.651, 0.574, 0.456, 0.286, 0.131, 0.042, 0.0, 0.0, 0.0]"
2018,6,17,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021, 0.092, 0.265, 0.426, 0.551, 0.635, 0.679, 0.685, 0.652, 0.579, 0.469, 0.322, 0.154, 0.031, 0.001, 0.0, 0.0]"
2018,6,18,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019, 0.09, 0.269, 0.432, 0.558, 0.643, 0.686, 0.69, 0.655, 0.583, 0.472, 0.324, 0.153, 0.029, 0.001, 0.0, 0.0]"
2018,6,19,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021, 0.091, 0.265, 0.429, 0.556, 0.642, 0.685, 0.69, 0.656, 0.583, 0.47, 0.323, 0.154, 0.033, 0.001, 0.0, 0.0]"
2018,6,20,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.09, 0.266, 0.43, 0.557, 0.642, 0.685, 0.69, 0.656, 0.584, 0.472, 0.325, 0.155, 0.03, 0.001, 0.0, 0.0]"
2018,6,21,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.09, 0.267, 0.432, 0.559, 0.645, 0.69, 0.694, 0.661, 0.588, 0.476, 0.326, 0.156, 0.03, 0.001, 0.0, 0.0]"
2018,6,22,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.089, 0.265, 0.429, 0.556, 0.639, 0.681, 0.685, 0.65, 0.577, 0.464, 0.318, 0.153, 0.033, 0.001, 0.0, 0.0]"
2018,6,23,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023, 0.09, 0.259, 0.419, 0.544, 0.628, 0.67, 0.675, 0.64, 0.566, 0.456, 0.306, 0.15, 0.036, 0.001, 0.0, 0.0]"
2018,6,24,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024, 0.094, 0.248, 0.405, 0.521, 0.605, 0.648, 0.665, 0.631, 0.559, 0.449, 0.306, 0.149, 0.039, 0.001, 0.0, 0.0]"
2018,6,25,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024, 0.095, 0.252, 0.411, 0.538, 0.622, 0.663, 0.662, 0.625, 0.55, 0.44, 0.299, 0.147, 0.043, 0.001, 0.0, 0.0]"
2018,6,26,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024, 0.094, 0.252, 0.409, 0.534, 0.617, 0.648, 0.654, 0.625, 0.557, 0.435, 0.29, 0.144, 0.044, 0.001, 0.0, 0.0]"
2018,6,27,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024, 0.092, 0.25, 0.404, 0.528, 0.617, 0.667, 0.675, 0.636, 0.564, 0.452, 0.302, 0.149, 0.043, 0.001, 0.0, 0.0]"
2018,6,28,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025, 0.097, 0.214, 0.269, 0.31, 0.344, 0.348, 0.347, 0.339, 0.393, 0.379, 0.269, 0.15, 0.05, 0.001, 0.0, 0.0]"
2018,6,29,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023, 0.091, 0.203, 0.364, 0.53, 0.633, 0.679, 0.686, 0.653, 0.574, 0.452, 0.314, 0.148, 0.042, 0.001, 0.0, 0.0]"
2018,6,30,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024, 0.092, 0.258, 0.417, 0.542, 0.628, 0.674, 0.669, 0.535, 0.435, 0.349, 0.234, 0.139, 0.046, 0.001, 0.0, 0.0]"
2018,7,1,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.086, 0.268, 0.437, 0.567, 0.655, 0.701, 0.707, 0.672, 0.599, 0.486, 0.334, 0.162, 0.029, 0.001, 0.0, 0.0]"
2018,7,2,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018, 0.085, 0.274, 0.448, 0.58, 0.667, 0.711, 0.713, 0.677, 0.602, 0.488, 0.335, 0.161, 0.029, 0.001, 0.0, 0.0]"
2018,7,3,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019, 0.084, 0.268, 0.437, 0.566, 0.652, 0.696, 0.702, 0.668, 0.594, 0.482, 0.332, 0.159, 0.028, 0.001, 0.0, 0.0]"
2018,7,4,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019, 0.085, 0.268, 0.439, 0.571, 0.66, 0.706, 0.711, 0.676, 0.601, 0.488, 0.336, 0.161, 0.029, 0.001, 0.0, 0.0]"
2018,7,5,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018, 0.084, 0.27, 0.441, 0.573, 0.66, 0.704, 0.708, 0.673, 0.599, 0.484, 0.334, 0.16, 0.027, 0.001, 0.0, 0.0]"
2018,7,6,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017, 0.082, 0.267, 0.434, 0.563, 0.649, 0.693, 0.697, 0.663, 0.591, 0.478, 0.329, 0.158, 0.028, 0.001, 0.0, 0.0]"
2018,7,7,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021, 0.086, 0.254, 0.418, 0.547, 0.638, 0.685, 0.689, 0.652, 0.575, 0.461, 0.316, 0.153, 0.035, 0.001, 0.0, 0.0]"
2018,7,8,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.084, 0.258, 0.423, 0.552, 0.637, 0.68, 0.686, 0.652, 0.58, 0.464, 0.317, 0.154, 0.034, 0.0, 0.0, 0.0]"
2018,7,9,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019, 0.083, 0.259, 0.423, 0.549, 0.634, 0.679, 0.683, 0.65, 0.578, 0.468, 0.322, 0.155, 0.031, 0.0, 0.0, 0.0]"
2018,7,10,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018, 0.081, 0.261, 0.426, 0.553, 0.638, 0.682, 0.688, 0.654, 0.583, 0.472, 0.324, 0.156, 0.029, 0.0, 0.0, 0.0]"
2018,7,11,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019, 0.083, 0.256, 0.414, 0.512, 0.586, 0.639, 0.673, 0.644, 0.575, 0.469, 0.323, 0.156, 0.032, 0.0, 0.0, 0.0]"
2018,7,12,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018, 0.081, 0.259, 0.428, 0.558, 0.646, 0.691, 0.697, 0.663, 0.59, 0.478, 0.328, 0.157, 0.029, 0.0, 0.0, 0.0]"
2018,7,13,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.084, 0.254, 0.416, 0.543, 0.629, 0.672, 0.673, 0.637, 0.557, 0.436, 0.286, 0.141, 0.039, 0.0, 0.0, 0.0]"
2018,7,14,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016, 0.079, 0.266, 0.436, 0.567, 0.653, 0.697, 0.702, 0.667, 0.592, 0.478, 0.327, 0.157, 0.03, 0.0, 0.0, 0.0]"
2018,7,15,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019, 0.085, 0.248, 0.414, 0.552, 0.64, 0.687, 0.7, 0.666, 0.593, 0.476, 0.327, 0.159, 0.03, 0.0, 0.0, 0.0]"
2018,7,16,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018, 0.081, 0.264, 0.439, 0.574, 0.663, 0.707, 0.712, 0.676, 0.601, 0.486, 0.334, 0.16, 0.027, 0.0, 0.0, 0.0]"
2018,7,17,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013, 0.077, 0.264, 0.432, 0.561, 0.646, 0.688, 0.693, 0.657, 0.583, 0.466, 0.316, 0.151, 0.033, 0.0, 0.0, 0.0]"
2018,7,18,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016, 0.083, 0.245, 0.413, 0.547, 0.637, 0.684, 0.695, 0.662, 0.59, 0.481, 0.331, 0.159, 0.027, 0.0, 0.0, 0.0]"
2018,7,19,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012, 0.077, 0.264, 0.432, 0.56, 0.646, 0.69, 0.7, 0.665, 0.592, 0.479, 0.33, 0.158, 0.026, 0.0, 0.0, 0.0]"
2018,7,20,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014, 0.079, 0.253, 0.42, 0.552, 0.642, 0.689, 0.696, 0.663, 0.591, 0.482, 0.331, 0.158, 0.027, 0.0, 0.0, 0.0]"
2018,7,21,PV,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012, 0.077, 0.261, 0.433, 0.566, 0.654, 0.699, 0.704, 0.669, 0.595, 0.48, 0.329, 0.157, 0.026, 0.0, 0.0, 0.0]"
